data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7234850,760,SYR82689,82689,21-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,JaS: Levant Front,,2,23,Middle East,Syria,Aleppo,Afrin,Sharan,Sharan,36.6213,36.9416,1,SOHR; Liveuamap,Local partner-New media,"On 21 September 2020, unknown gunmen attacked Turkey backed JaS headquarters in Sharan town in rural Afrin in Aleppo countryside, killing and injuring 3 JaS fighters. Total fatalities coded to 1.",1,1601329862,SYR
7234838,760,SYR82654,82654,21-Sep-20,2020,1,Battles,Armed clash,Operation Peace Spring,Opposition Rebels (Syria); Military Forces of Turkey (2016-),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Ar-Raqqa,Tell Abiad,Tell Abiad,Qazali,36.6251,38.7544,1,Twitter; SOHR; Liveuamap,Local partner-New media,"On 21 September 2020, Turksih forces supported by Turkey backed opposition rebels whom are operating under OPS shelled QSD positions' in Qazali town in rural Tell Abiad in Ar-Raqqa countryside, while QSD responded by shelling back. Neither injuries nor fatalities were reported.",0,1601329862,SYR
7234832,760,SYR82637,82637,21-Sep-20,2020,1,Battles,Armed clash,Opposition Rebels (Syria),,2,YPG: Peoples Protection Units,,2,22,Middle East,Syria,Aleppo,A'zaz,A'zaz,Maraanaz,36.5511,37.0187,2,Liveuamap; SOHR,Local partner-New media,"On 21 September 2020, clashes took place between Turkey backed opposition rebels against YPG on Maraanaz frontline in Aleppo countryside. Neither injuries nor fatalities were reported.",0,1601329862,SYR
7234824,760,SYR82605,82605,21-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Military Forces of Turkey (2016-),Opposition Rebels (Syria),8,18,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Kafr Nobol,35.6147,36.5603,1,SOHR; Liveuamap,Local partner-New media,"On 21 September 2020, Turkish forces supported by Turkey backed opposition rebels shelled regime forces' positions in Kafr Nobol town in Idleb countryside with rockets and artillery, while regime tried to infiltrate on the same frontline, which resulted in casualties among regime forces. No fatalities were reported.",0,1601329862,SYR
7234821,760,SYR82599,82599,21-Sep-20,2020,1,Battles,Armed clash,Opposition Rebels (Syria),,2,YPG: Peoples Protection Units,Liberation Army of Afrin,2,22,Middle East,Syria,Aleppo,A'zaz,A'zaz,Kafr Khasher,36.5491,37.065,2,SOHR; Liveuamap,Local partner-New media,"On 21 September 2020, clashes took place between Turkey backed opposition rebels against YPG supported by Liberation Army of Afrin on Kafr Khasher frontline in Aleppo countryside. Neither injuries nor fatalities were reported.",0,1601329862,SYR
7234809,760,SYR82564,82564,21-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Al-Hasakeh,Al-Hasakeh,Hole,Hole,36.3905,41.1506,2,Twitter; Liveuamap,Local partner-New media,"On 21 September 2020, unknown gunmen shot and killed a QSD fighter near Hole town in Al-Hasakeh countryside.",1,1601329862,SYR
7234789,760,SYR82505,82505,21-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Opposition Rebels (Syria),,2,12,Middle East,Syria,Aleppo,Jebel Saman,Daret Azza,Bala,36.2274,36.9153,2,Liveuamap; SOHR,Local partner-New media,"On 21 September 2020, an opposition sniper killed a regime soldier on Bala frontline in Aleppo countryside, accompanied by oppositon rebels shelling on the same frontline.",1,1601329862,SYR
7234784,760,SYR82487,82487,21-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,Islamic State (Syria),,2,12,Middle East,Syria,Ar-Raqqa,Ath-Thawrah,Mansura,Al-Rasafah,35.6288,38.7581,2,SOHR; Twitter,Other-New media,"On 21 September 2020, clashes took place between regime forces supported by pro-regime militias against IS in Al-Rasafah area after IS attacked regime positions, accompanied by shelling and Russian airstrikes. The clashes on 21 and 22 September resulted in the killing of 26 fighters from both sides. split as 16 on the 21 of September as 7 regime soldiers and pro-regime militiamen, and 9 IS fighters and 12 fatalities on the 22 of September.",16,1601329862,SYR
7235126,760,SYR82707,82707,20-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,Opposition Rebels (Syria),Islamist Militia (Syria),2,12,Middle East,Syria,Aleppo,Jebel Saman,Daret Azza,Taqad,36.1987,36.8698,2,SOHR,Other,"On 20 September 2020, clashes took place between regime forces supported by pro-regime militias against opposition rebels supported by Islamist Militias on Taqad frontline in Aleppo countryside. Neither injuries nor fatalities were reported.",0,1601329862,SYR
7235058,760,SYR82560,82560,20-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,Opposition Rebels (Syria),Islamist Militia (Syria),2,12,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Ftireh,35.6097,36.4853,2,SOHR,Other,"On 20 September 2020, clashes took place between regime forces supported by pro-regime militias against opposition rebels supported by Islamist Militias on Ftireh frontline in Idleb countryside accompanied by shelling. Neither injuries nor fatalities were reported.",0,1601329862,SYR
7234971,760,SYR82688,82688,20-Sep-20,2020,2,Battles,Armed clash,Military Forces of Syria (2000-),,1,Unidentified Armed Group (Syria),,3,13,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Shaqra,35.3838,40.1208,1,Liveuamap,Local partner-New media,"Around 20 September 2020 (as reported), a decapitated regime soldier was found dead in Shaqra town near Izra' town in Dar'a countryside, killed by an unknown armed group.",1,1601329862,SYR
7234967,760,SYR82549,82549,20-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Ar-Raqqa,Tell Abiad,Ein Issa,Ein Issa,36.3837,38.8628,2,Liveuamap,Local partner-New media,"On 20 September 2020, an unknown sniper killed 2 QSD fighters in the vicinity of Ein Issa town in Ar-Raqqa countryside.",2,1601329862,SYR
7234834,760,SYR82648,82648,20-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) Military Intelligence,,1,13,Middle East,Syria,Dar'a,Izra',Nawa,Nawa,32.8882,36.041,1,SHAM; Liveuamap,Local partner-New media,"On 20 September 2020, unknown gunmen opened fire on a regime military security member in Nawa town in Dar'a countryside, injuring him. No fatalities were reported.",0,1601329862,SYR
7234826,760,SYR82610,82610,20-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Opposition Rebels (Syria),,2,12,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Kafr Nobol,35.6147,36.5603,2,SOHR; Twitter,Other-New media,"On 20 September 2020, clashes took place between regime forces and opposition rebels on Kafr Nobol frontlines in Idleb countryside, killing 8 regime soldiers.",8,1601329862,SYR
7234805,760,SYR82541,82541,20-Sep-20,2020,1,Battles,Armed clash,Islamic State (Syria),,2,QDW: National Defense Forces,Militia (Pro-Iran),3,23,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Harbisha,34.9577,39.4729,2,SOHR; Liveuamap,Local partner-New media,"On 20 September 2020, Several landmines planted by IS militants exploded in Harbisha area in the western countryside of Deir-ez-Zor, killing a QDW military leader and several other members of the QDW and the pro-Iranian militias. The detonation of the landmines was accompanied by armed clashes between both sides. Unknown fatalities coded to 10.",10,1601329862,SYR
7234794,760,SYR82519,82519,20-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,Opposition Rebels (Syria),Islamist Militia (Syria),2,12,Middle East,Syria,Aleppo,Jebel Saman,Daret Azza,Bastron,36.2028,36.9104,2,SOHR; Liveuamap,Local partner-New media,"On 20 September 2020, clashes took place between regime forces supported by pro-regime militias against opposition rebels supported by Islamist Militias on Bastron frontline in Aleppo countryside, leaving casualties among regime forces. No fatalities were reported.",0,1601329862,SYR
7229833,760,SYR81927,81927,19-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Military Forces of Russia (2000-),1,Islamic State (Syria),,2,12,Middle East,Syria,Hama,As-Salamiyeh,As-Saan,Ithariyah,35.3652,37.7886,2,SOHR,Other,"On 19 September 2020, clashes took place between regime forces supported by Russian warplanes whom are conducting airstrikes on IS positions in Aleppo-Hama-Ar-Raqqah triangle, coded to Ithariyah town in Hama countryside. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229801,760,SYR81940,81940,19-Sep-20,2020,1,Battles,Armed clash,Opposition Rebels (Syria),,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Aleppo,Jebel Saman,Atareb,Miznaz,36.0545,36.8548,2,SOHR,Other,"On 19 September 2020, an opposition sniper killed a regime soldier on Miznaz frontline in Aleppo countryside.",1,1600726971,SYR
7229530,760,SYR81947,81947,19-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) Military Intelligence,Former Opposition Rebels (Syria),1,13,Middle East,Syria,Dar'a,Dar'a,Dar'a,Dar'a,32.6241,36.1049,1,SOHR; Facebook,Other-New media,"On 19 September 2020, unknown gunmen shot and killed a regime Military Intelligence member in Arbaeen neighborhood in Dar'a city. He was a former opposition rebel. Local factions affiliated to Military Intelligence started shelling Dar'a city neighborhoods as a reaction to the incident.",1,1600726970,SYR
7229758,760,SYR81951,81951,18-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa - Al-Dar'eiyah,35.9607,38.9854,1,SHAM,National,"On 18 September 2020, unknown gunmen attacked a QSD group of fighters in Al-Dar'eiyah neighborhood in Ar-Raqqa city, killing 1 QSD fighter.",1,1600726971,SYR
7229715,760,SYR81941,81941,18-Sep-20,2020,1,Battles,Armed clash,QSD: Syrian Democratic Forces,,2,Military Forces of Turkey (2016-),,8,28,Middle East,Syria,Aleppo,Al Bab,Al Bab,Al Bab,36.3697,37.5149,2,Liveuamap,Local partner-New media,"On 18 September 2020, clashes took place between QSD against Turkish forces on frontlines between Menbij and Al Bab town in Aleppo countryside. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229712,760,SYR81943,81943,18-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,LaQ: Quds Brigade,,3,33,Middle East,Syria,Homs,Homs,Homs,Homs,34.73,36.7197,3,Liveuamap,Local partner-New media,"On 18 September 2020, 5 members of LaQ were killed by an unknown armed group in the area between Homs badia and Deir-ez-Zor badia during a search operation.",5,1600726971,SYR
7229705,760,SYR81926,81926,18-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Islamic State (Syria),,2,12,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Tabni,Masrab,35.5044,39.9405,2,Liveuamap,Local partner-New media,"On 18 September 2020, clashes took place between regime forces against IS in Masrab desert in Deir-ez-Zor countryside. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229532,760,SYR81952,81952,18-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Al-Hasakeh,Al-Hasakeh,Markada,Al-Sa'da,35.6677,40.7234,1,SHAM; Twitter,New media-National,"On 18 September 2020, unknown gunmen attacked a QSD military vehicle in Al-Sa'da town in Al-Hasakeh countryside. Neither injuries nor fatalities were reported.",0,1600726970,SYR
7229521,760,SYR81928,81928,18-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Military Forces of Turkey (2016-),,8,18,Middle East,Syria,Idleb,Ariha,Ariha,Maarzaf,35.7888,36.6523,2,Liveuamap; SOHR,Local partner-New media,"On 18 September 2020, regime forces attacked two Turkish armored vehicles near Maarzaf town in Jabal al-Zawiya in Idleb countryside, the vehicles caught fire. Neither injuries nor fatalities were reported.",0,1600726970,SYR
7229518,760,SYR81920,81920,18-Sep-20,2020,2,Battles,Armed clash,Islamic State (Syria),,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Al Mayadin,Al Mayadin,35.0198,40.4515,2,SOHR; Facebook,Other-New media,"Around 18 September 2020 (as reported), 6 regime soldiers were found slaughtered presumably by IS in Be'r Abu Al-Hayaya area in Al Mayadin desert in Deir-ez-Zor countryside.",6,1600726970,SYR
7234729,760,SYR81934,81934,17-Sep-20,2020,1,Battles,Armed clash,Military Forces of Turkey (2016-),,8,Unidentified Armed Group (Syria),,3,38,Middle East,Syria,Idleb,Idleb,Idleb,Mastumeh,35.8726,36.6313,2,SOHR; SNHR; Liveuamap,Local partner-Other,"On 17 September 2020, an unknown armed female Suicide bomber attempted to attack a Turkish base on the road between Idleb city and Ariha town near Mastumeh camp, Turkish Soldiers had managed to kill her before reaching the main gate.",1,1601329852,SYR
7229834,760,SYR81953,81953,17-Sep-20,2020,1,Battles,Armed clash,YPG: Peoples Protection Units,,2,Opposition Rebels (Syria),,2,22,Middle East,Syria,Aleppo,A'zaz,A'zaz,Maraanaz,36.5511,37.0187,2,SOHR,Other,"On 17 September 2020, clashes took place between YPG against Turkey backed opposition rebels near Maraanaz town in Aleppo countryside accompanied by shelling exchange. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229832,760,SYR81950,81950,17-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Basira,Basira,35.158,40.4277,1,SOHR,Other,"On 17 September 2020, an unknown gunmen opened fire on a QSD patrol in Khatilah area in Basira city in Deir-ez-Zor countryside. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229821,760,SYR81929,81929,17-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),QSD: Syrian Democratic Forces,1,Operation Peace Spring,Opposition Rebels (Syria),2,12,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Bab al Kheir,36.8461,40.2824,2,SOHR,Other,"On 17 September 2020, clashes took place between regime forces supported by QSD against Turkey backed opposition rebels whom are operating under OPS on Bab al Kheir frontline in rural Ras Al Ain in Al-Hasakeh countryside accompanied by shelling exchange. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229699,760,SYR81932,81932,17-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,QSD: Syrian Democratic Forces,,2,12,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Thiban,Darnaj,34.9184,40.5816,2,Facebook,New media,"On 17 September 2020, clashes took place between regime forces supported by pro-regime militias against QSD on Euphrates river bank near Darnaj town in Deir-ez-Zor countryside. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229526,760,SYR81942,81942,17-Sep-20,2020,1,Battles,Armed clash,Operation Peace Spring,JWS: Syrian National Army,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Ar-Raqqa,Tell Abiad,Ein Issa,Ein Issa,36.3837,38.8628,2,SOHR; Liveuamap; Twitter; SHAM,Local partner-New media,"On 17 September 2020, clashes took place between QSD against Turkey backed JWS whom are operating under OPS near Ein Issa town in Ar-Raqqa countryside, leaving casualties among JWS fighters, and 2 QSD fighters were killed as well.",2,1600726970,SYR
7229523,760,SYR81933,81933,17-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-) 5th Assault Corps,,1,Police Forces of Syria (2000-) State Security,,1,11,Middle East,Syria,Dar'a,Dar'a,Dar'a,Um Elmayathen,32.5837,36.1965,1,Facebook; SOHR,Other-New media,"On 17 September 2020, clashes took place between regime security service against 5th Assault Corps in Um Elmayathen town in Dar'a countryside, leaving casualties on both sides. No fatalities were reported.",0,1600726970,SYR
7229517,760,SYR81919,81919,17-Sep-20,2020,1,Battles,Armed clash,Islamic State (Syria),,2,HXP: Self-Defense Forces,,3,23,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Kisreh,Jazaret Elbuhmeid,35.7875,39.7266,1,SOHR; Twitter,Other-New media,"On 17 September 2020, IS cells attacked a QSD backed HXP checkpoint in Jazaret Elbuhmeid in Deir-ez-Zor countryside, killing 3 HXP members and injuring others.",3,1600726970,SYR
7229901,760,SYR81949,81949,16-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Basira,Breiha,35.1745,40.4372,1,Twitter,New media,"On 16 September 2020, unidentified gunmen shot dead a QSD fighter in Breiha in the eastern countryside of Deir-ez-Zor. 1 fatality.",1,1600726971,SYR
7229803,760,SYR81938,81938,16-Sep-20,2020,1,Battles,Armed clash,Operation Peace Spring,Opposition Rebels (Syria),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Bab al Kheir,36.8461,40.2824,2,SOHR,Other,"On 16 September 2020, pro-Turkey opposition factions, which operate under OPS, clashed with QSD on the Bab al Kheir frontline in the countryside of Ras Al Ain in Al-Hasakeh. Clashes were accompanied by the exchange of shelling and the firing of flares. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229793,760,SYR81922,81922,16-Sep-20,2020,1,Battles,Armed clash,JaS: Levant Front,,2,JaS: Levant Front,,2,22,Middle East,Syria,Aleppo,A'zaz,A'zaz,Al Salameh,36.6189,37.075,1,SOHR,Other,"On 16 September 2020, JaS stormed the village of Al Salameh in Aleppo amidst intense gunfire in order to arrest the members of an armed tribal group affiliated with JaS who assaulted civilians and threatened to kill them if they left their homes the previous day. It is not known if the any of the group members were arrested.",0,1600726971,SYR
7229791,760,SYR81939,81939,16-Sep-20,2020,1,Battles,Armed clash,Operation Peace Spring,Opposition Rebels (Syria),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Ras Al Ain,36.8494,40.0747,2,SOHR,Other,"On 16 September 2020, pro-Turkey opposition factions, which operate under OPS, clashed with QSD on the Hamdoush Farms frontline in the countryside of Ras Al Ain in Al-Hasakeh. Clashes were accompanied by the exchange of shelling and the firing of flares. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229723,760,SYR81935,81935,16-Sep-20,2020,1,Battles,Armed clash,Militia (Pro-Government),,3,Militia (Pro-Iran),,3,33,Middle East,Syria,Deir-ez-Zor,Abu Kamal,Abu Kamal,Al-Bukamal,34.4546,40.9116,1,Liveuamap,Local partner-New media,"On 16 September 2020, pro-regime militias clashed with pro-Iran militias in the city of Al-Bukamal in the eastern countryside of Deir-ez-Zor. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229704,760,SYR81931,81931,16-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Opposition Rebels (Syria),,2,12,Middle East,Syria,Idleb,Idleb,Saraqab,Kafr Battikh,35.7819,36.7255,2,Liveuamap,Local partner-New media,"On 16 September 2020, regime forces clashed with opposition factions on the Kafr Battikh axis in Idleb. 1 regime fighter was captured by opposition factions. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229529,760,SYR81946,81946,16-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) 5th Assault Corps,,1,13,Middle East,Syria,Dar'a,Izra',Jasim,Jasim,32.9912,36.0602,1,SHAM; SNHR; SOHR; Facebook,Local partner-Other,"On 16 September 2020, unidentified gunmen shot dead a member the regime's 5th Corps in the town of Jasim in Dar'a. He worked for the local council when the area was under the control of the opposition factions. 1 fatality.",1,1600726970,SYR
7229528,760,SYR81945,81945,16-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) 5th Assault Corps,Former Free Syrian Army,1,13,Middle East,Syria,Dar'a,Dar'a,Dar'a,Sayda,32.6286,36.2236,1,Facebook; SHAM; SOHR,Other-New media,"On 16 September 2020, unidentified gunmen shot dead a former member of the Free Syrian Army who had accepted settlement with the regime and joined the regime's 5th Corps in the town of Sayda in Dar'a. 1 fatality.",1,1600726970,SYR
7229519,760,SYR81921,81921,16-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Islamist Militia (Syria),,3,13,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Milaja,35.5927,36.4944,2,SOHR; Liveuamap,Local partner-New media,"On 16 September 2020, Islamist factions snipers shot dead a regime fighter on the Milaja frontline in Idleb province. 1 fatality.",1,1600726970,SYR
7229794,760,SYR81917,81917,15-Sep-20,2020,1,Battles,Armed clash,Hamza Division - Aleppo,Ahrar al Sharqiyah,2,Ahrar al Hasakah Gathering (Syria),Adwan Brigade (Syria),2,22,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Mabrouka Camp,36.6547,39.7599,2,SOHR,Other,"On 15 September 2020, Hamza Division and Ahrar al Sharqiyah clashed with Ahrar al Hasakah Gathering and Adwan Brigade near Mabrouka area in the countryside of Al-Hasakeh. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229792,760,SYR81918,81918,15-Sep-20,2020,1,Battles,Armed clash,Hamza Division - Aleppo,Ahrar al Sharqiyah,2,Ahrar al Hasakah Gathering (Syria),Adwan Brigade (Syria),2,22,Middle East,Syria,Ar-Raqqa,Tell Abiad,Suluk,Suluk,36.5967,39.1264,2,SOHR,Other,"On 15 September 2020, Hamza Division and Ahrar al Sharqiyah clashed with Ahrar al Hasakah Gathering and Adwan Brigade near Suluk area in the countryside of Ar-Raqqa. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229713,760,SYR81925,81925,15-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Islamic State (Syria),,2,12,Middle East,Syria,Hama,As-Salamiyeh,As-Saan,Ithariyah,35.3652,37.7886,2,Liveuamap,Local partner-New media,"On 15 September 2020, regime forces clashed with IS in the vicinity of Ithariyah in Hama following an attack by IS on a regime position in the area. Neither injuries nor fatalities were reported.",0,1600726971,SYR
7229711,760,SYR81936,81936,15-Sep-20,2020,1,Battles,Armed clash,Operation Peace Spring,Opposition Rebels (Syria),2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Ar-Raqqa,Tell Abiad,Ein Issa,Ein Issa,36.3837,38.8628,2,Liveuamap,Local partner-New media,"On 15 September 2020, pro-Turkey rebel factions snipers, which operate under OPS, shot dead 2 regime fighters in the vicinity of Ein Issa in Ar-Raqqa. 2 fatalities.",2,1600726971,SYR
7229698,760,SYR81924,81924,15-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Islamic State (Syria),,2,12,Middle East,Syria,Homs,Tadmor,Tadmor,Tadmor,34.5656,38.2877,2,Facebook,New media,"On 15 September 2020, regime forces clashed with IS in the desert of Tadmor in Homs. 1 regime officer was killed.",1,1600726971,SYR
7229531,760,SYR81948,81948,15-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Tal Samn,36.2287,38.9726,2,Twitter; SHAM,New media-National,"On 15 September 2020, unidentified gunmen shot dead a QSD fighter near the town of Tall Samn in Ar-Raqqa. 1 fatality.",1,1600726970,SYR
7229527,760,SYR81944,81944,15-Sep-20,2020,2,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) 5th Armored Division,,1,13,Middle East,Syria,Dar'a,Dar'a,Mseifra,Mseifra,32.6321,36.3393,2,SY24; Facebook; SOHR; SHAM,Other-New media,"Around 15 September 2020 (as reported), the bodies of 5 members of the regime's 5th Division were found dead in a house near a regime checkpoint on the road between Mseifra and Sahwa in the countryside of Dar'a. 3 of them were beheaded while the other 2 were shot dead. The gunmen stole their weapons and other belongings. 5 fatalities.",5,1600726970,SYR
7229522,760,SYR81930,81930,15-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,Opposition Rebels (Syria),Al Fath Al Mubeen Operation Room; Islamist Militia (Syria),2,12,Middle East,Syria,Idleb,Ariha,Ariha,Ruwaiha,35.7378,36.695,2,SOHR; Liveuamap,Local partner-New media,"On 15 September 2020, regime forces and pro-regime militias clashed with rebel and Islamist factions on the frontline of Ruwaiha in Idleb using medium and heavy weapons. Al Fath Al Mubeen Operation Room snipers shot dead 2 regime fighters on the same frontline. 2 fatalities.",2,1600726970,SYR
7229520,760,SYR81923,81923,15-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government); Military Forces of Russia (2000-); LaQ: Quds Brigade,1,Islamic State (Syria),,2,12,Middle East,Syria,Ar-Raqqa,Ath-Thawrah,Mansura,Al-Rasafah,35.6288,38.7581,1,Twitter; SOHR,Other-New media,"On 15 September 2020, regime forces and pro-regime militias and LaQ members, supported by Russian airstrikes on IS positions, clashed with IS fighters following an attack by the latter on regime positions in Al-Rasafah in the southern countryside of Ar-Raqqa. during the clashes LaQ lost contact with 7 of its members. Neither injuries nor fatalities were reported.",0,1600726970,SYR
7229903,760,SYR82119,82119,14-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,35.9428,39.0519,1,Twitter,New media,"On 14 September 2020, unidentified gunmen shot and wounded a QSD member using small arms fire near the youth residential complex in Ar-Raqqa city. No fatalities were reported.",0,1600726971,SYR
7229882,760,SYR82118,82118,14-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,Moezleh,35.4883,40.6383,2,Twitter,New media,"On 14 September 2020, unidentified gunmen assassinated a QSD member using small arms fire near Moezleh in Deir-ez-Zor.",1,1600726971,SYR
7229847,760,SYR82109,82109,14-Sep-20,2020,1,Battles,Armed clash,Military Forces of Turkey (2016-),,8,YPG: Peoples Protection Units,,2,28,Middle East,Syria,Aleppo,Afrin,Afrin,Basufan,36.3411,36.8736,2,SOHR,Other,"On 14 September 2020, an exchange of shelling barrages took place between Turkish forces and the YPG in the area of Basufan in Aleppo. Neither fatalities nor injuries were reported.",0,1600726971,SYR
7229818,760,SYR82105,82105,14-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Opposition Rebels (Syria),,2,12,Middle East,Syria,Idleb,Ariha,Ariha,Ruwaiha,35.7378,36.695,2,SOHR,Other,"On 14 September 2020, an opposition sniper targeted and killed a regime soldier on Ruwaiha front in Idleb and wounded another.",1,1600726971,SYR
7229806,760,SYR82110,82110,14-Sep-20,2020,1,Battles,Armed clash,Military Forces of Turkey (2016-),,8,YPG: Peoples Protection Units,,2,28,Middle East,Syria,Aleppo,Afrin,Afrin,Burj Haydar,36.343,36.9029,2,SOHR,Other,"On 14 September 2020, an exchange of shelling barrages took place between Turkish forces and the YPG in the area of Burj Haydar in Aleppo. Neither fatalities nor injuries were reported.",0,1600726971,SYR
