data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7217938,760,SYR81747,81747,7-Sep-20,2020,1,Battles,Armed clash,YPG: Peoples Protection Units - Anti-Terror Unit,,2,Islamic State (Syria),,2,22,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Basira,Shiheil,35.092,40.4543,1,Facebook; Liveuamap,Local partner-New media,"On 7 September 2020, YPG anti-terror units carried out raids in the town of Shiheil in the eastern countryside of Deir-ez-Zor during which 7 suspected IS cells were arrested. Guns, bombs and other weapons were seized during the raid.",0,1600130175,SYR
7217919,760,SYR81700,81700,7-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Military Forces of Syria (2000-) 17th Division; Military Forces of Syria (2000-) 11th Armored Division; QDW: National Defense Forces; Liwa al Baqir; LaQ: Quds Brigade; Fatemiyoun Brigade; Military Forces of Russia (2000-),1,Islamic State (Syria),,2,12,Middle East,Syria,Homs,Tadmor,Tadmor,Al-Hail - Oil Field,34.7081,38.7892,2,SOHR; Facebook,Other-New media,"On 7 September 2020, regime forces, supported by the regime's 17th and 11th divisions, QDW, Liwa al Baqir, LaQ, and Fatemiyoun Brigade, clashed with IS in the areas surrounding Al-Hail Oil Field in the desert of Tadmor in the countryside Homs following a sweeping operation carried out by regime forces and pro-Iran and pro-regime militias. Clashes were accompanied by airstrikes by Russian warplanes on IS caves and tunnels in the area. Neither injuries nor fatalities were reported.",0,1600130175,SYR
7217918,760,SYR81699,81699,7-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Military Forces of Syria (2000-) 17th Division; Military Forces of Syria (2000-) 11th Armored Division; QDW: National Defense Forces; Liwa al Baqir; LaQ: Quds Brigade; Fatemiyoun Brigade; Military Forces of Russia (2000-),1,Islamic State (Syria),,2,12,Middle East,Syria,Homs,Tadmor,Sokhneh,Wadi Dabiyat,35.0197,39.1866,2,Facebook; SOHR,Other-New media,"On 7 September 2020, regime forces, supported by the regime's 17th and 11th divisions, QDW, Liwa al Baqir, LaQ, and Fatemiyoun Brigade, clashed with IS in the area of Wadi Dabiyat in the desert of Sokhneh in the countryside Homs following a sweeping operation carried out by regime forces and pro-Iran and pro-regime militias. Clashes were accompanied by airstrikes by Russian warplanes on IS caves and tunnels in the area. Neither injuries nor fatalities were reported.",0,1600130175,SYR
7218166,760,SYR81745,81745,6-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Syrian Resistance,,2,23,Middle East,Syria,Lattakia,Lattakia,Qastal Maaf,Ra's Al Basit,35.8478,35.8396,2,SOHR,Other,"On 6 September 2020, clashes took place between unidentified gunmen and members of the Syrian Resistance on the road to Ra's Al Basit in Lattakia following an attempt by the gunmen to kill the leader of the Syrian Resistance who was touring the area of Kasab in Lattakia. An unknown number of fighters from both sides were wounded. No fatalities were reported.",0,1600130176,SYR
7218162,760,SYR81717,81717,6-Sep-20,2020,1,Battles,Armed clash,Opposition Rebels (Syria),,2,YPG: Peoples Protection Units,,2,22,Middle East,Syria,Aleppo,Al Bab,Al Bab,Daghelbash,36.3591,37.4276,2,SOHR,Other,"On 6 September 2020, por-Turkey rebel factions clashed with YPG on the frontline of Daghelbash in Aleppo, using medium and heavy weapons. Neither injuries nor fatalities were reported. .",0,1600130176,SYR
7218157,760,SYR81726,81726,6-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,HTS: Hayat Tahrir al Sham,,2,23,Middle East,Syria,Idleb,Harim,Kafr Takharim,Kafr Takharim,36.1165,36.5154,2,SOHR,Other,"On 6 September 2020, unidentified gunmen opened fire on a HTS checkpoint in the area of Kafr Takharim in the north-western countryside of Idleb. Neither injuries nor fatalities were reported.",0,1600130176,SYR
7218156,760,SYR81706,81706,6-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,Opposition Rebels (Syria),Islamist Militia (Syria),2,12,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Ftireh,35.6097,36.4853,2,SOHR,Other,"On 6 September 2020, regime forces and pro-regime militias clashed with rebel and Islamist factions on the frontline of Ftireh in the countryside of Idleb. Neither injuries nor fatalities were reported.",0,1600130176,SYR
7218154,760,SYR81723,81723,6-Sep-20,2020,1,Battles,Armed clash,Sultan Murad Division,,2,Hamza Division - Aleppo,,2,22,Middle East,Syria,Al-Hasakeh,Al-Hasakeh,Tal Tamer,Tal Tamer,36.6534,40.3718,2,SOHR,Other,"On 6 September 2020, Sultan Murad Division clashed with Hamza Division in Qabour Qarajna in the countryside of Tal Tamer in Al-Hasakeh following a dispute over the takeover of properties owned by displaced civilians. Clashes were accompanied by the exchange of shelling. Several houses were burned during the clashes. Clashes in Um Shu'ayfah, Mahmudiyeh, Aniq El Hawa, Qabour Qarajna, and Manakh resulted in the killing of an unknown number of fighters from both sides. Unknown fatalities coded as 10 and split 2 each, across the five locations. 2 fatalities.",2,1600130176,SYR
7218153,760,SYR81722,81722,6-Sep-20,2020,1,Battles,Armed clash,Sultan Murad Division,,2,Hamza Division - Aleppo,,2,22,Middle East,Syria,Al-Hasakeh,Al-Hasakeh,Tal Tamer,Manakh,36.7244,40.3758,1,SOHR,Other,"On 6 September 2020, Sultan Murad Division clashed with Hamza Division in Manakh in the countryside of Tal Tamer in Al-Hasakeh following a dispute over the takeover of properties owned by displaced civilians. Clashes were accompanied by the exchange of shelling. Several houses were burned during the clashes. Clashes in Um Shu'ayfah, Mahmudiyeh, Aniq El Hawa, Qabour Qarajna, and Manakh resulted in the killing of an unknown number of fighters from both sides. Unknown fatalities coded as 10 and split 2 each, across the five locations. 2 fatalities.",2,1600130176,SYR
7218152,760,SYR81721,81721,6-Sep-20,2020,1,Battles,Armed clash,Sultan Murad Division,,2,Hamza Division - Aleppo,,2,22,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Mahmudiyeh,36.7433,40.3272,1,SOHR,Other,"On 6 September 2020, Sultan Murad Division clashed with Hamza Division in Mahmudiyeh in the countryside of Ras Al Ain in Al-Hasakeh following a dispute over the takeover of properties owned by displaced civilians. Clashes were accompanied by the exchange of shelling. Several houses were burned during the clashes. Clashes in Um Shu'ayfah, Mahmudiyeh, Aniq El Hawa, Qabour Qarajna, and Manakh resulted in the killing of an unknown number of fighters from both sides. Unknown fatalities coded as 10 and split 2 each, across the five locations. 2 fatalities.",2,1600130176,SYR
7218151,760,SYR81720,81720,6-Sep-20,2020,1,Battles,Armed clash,Sultan Murad Division,,2,Hamza Division - Aleppo,,2,22,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Aniq El Hawa,36.7786,40.3099,1,SOHR,Other,"On 6 September 2020, Sultan Murad Division clashed with Hamza Division in Aniq El Hawa in the countryside of Tal Tamer in Al-Hasakeh following a dispute over the takeover of properties owned by displaced civilians. Clashes were accompanied by the exchange of shelling. Several houses were burned during the clashes. Clashes in Um Shu'ayfah, Mahmudiyeh, Aniq El Hawa, Qabour Qarajna, and Manakh resulted in the killing of an unknown number of fighters from both sides. Unknown fatalities coded as 10 and split 2 each, across the five locations. 2 fatalities.",2,1600130176,SYR
7218150,760,SYR81719,81719,6-Sep-20,2020,1,Battles,Armed clash,QSD: Syrian Democratic Forces,,2,Operation Peace Spring,Opposition Rebels (Syria),2,22,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Aniq El Hawa,36.7786,40.3099,2,SOHR,Other,"On 6 September 2020, QSD clashed with pro-Turkey rebel factions, which operate under OPS, following an infiltration operation by QSD on the Abboush-Aniq El Hawa frontline in the countryside of Tal Tamer in Al-Hasakeh. A total of 20 rebel fighters were killed and wounded. Unknown number of fatalities coded as 10.",10,1600130176,SYR
7218149,760,SYR81692,81692,6-Sep-20,2020,1,Battles,Armed clash,HTS: Hayat Tahrir al Sham,,2,Hananu Brigade (Syria),,2,22,Middle East,Syria,Idleb,Harim,Kafr Takharim,Kafr Takharim,36.1165,36.5154,2,SOHR,Other,"On 6 September 2020, HTS arrested 5 fighters of the Hananu Brigade in Kafr Takharim area in Idleb over allegations of being responsible for the armed attack on the HTS checkpoint in the same area earlier.",0,1600130176,SYR
7218148,760,SYR81738,81738,6-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,Former QSD: Syrian Democratic Forces,2,23,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Basira,Al Sabkhah,35.2012,40.4263,1,SOHR,Other,"On 6 September 2020, unidentified gunmen riding a motorcycle opened fire on a civilian vehicle in the village of Al Sabkhah in Deir-ez-Zor, injuring a QSD fighter and a former QSD commander. No fatalities were reported.",0,1600130176,SYR
7218133,760,SYR81724,81724,6-Sep-20,2020,1,Battles,Armed clash,Sultan Murad Division,,2,Hamza Division - Aleppo,,2,22,Middle East,Syria,Al-Hasakeh,Al-Hasakeh,Tal Tamer,Um Shu'ayfah,36.7277,40.3706,1,SOHR,Other,"On 6 September 2020, Sultan Murad Division clashed with Hamza Division in Um Shu'ayfah in the countryside of Ras Al Ain in Al-Hasakeh following a dispute over the takeover of properties owned by displaced civilians. Clashes were accompanied by the exchange of shelling. Several houses were burned during the clashes. Clashes in Um Shu'ayfah, Mahmudiyeh, Aniq El Hawa, Qabour Qarajna, and Manakh resulted in the killing of an unknown number of fighters from both sides. Unknown fatalities coded as 10 and split 2 each, across the five locations. 2 fatalities.",2,1600130176,SYR
7218072,760,SYR81695,81695,6-Sep-20,2020,1,Battles,Armed clash,Military Forces of Iraq (2020-) Popular Mobilization Forces,,8,Al Jaghayfa Tribal Militia (Syria),,4,48,Middle East,Syria,Deir-ez-Zor,Abu Kamal,Abu Kamal,Al-Bukamal,34.4546,40.9116,1,Facebook,New media,"On 6 September 2020, members of the Iraqi Popular Mobilization Forces clashed with members of the Al Jaghayfa tribe in the city of Al-Bukamal in Deire-ez-Zor after a member of the Popular Mobilization Forces assaulted a female member of the tribe. A member of the Al Jaghayfa tribe was injured. No fatalities were reported.",0,1600130176,SYR
7217934,760,SYR81741,81741,6-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Al-Hasakeh,Al-Hasakeh,Shadadah,Shadadah,36.0534,40.7268,2,Twitter; SHAM,New media-National,"On 6 September 2020, unidentified gunmen opened fire on a QSD vehicle as it was travelling on the Kharafi Highway near Shadadah in the countryside of Al-Hasakeh. 1 QSD fighter was killed. 1 fatality.",1,1600130175,SYR
7217931,760,SYR81734,81734,6-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Turkey (2016-),,8,38,Middle East,Syria,Idleb,Ariha,Ariha,Ma'taram,35.8094,36.5775,1,SOHR; Liveuamap,Local partner-New media,"On 6 September 2020, unidentified gunmen driving a vehicle opened fire on a group of Turkish soldiers in the vicinity of their base in the town of Ma'taram in the countryside of Ariha in Idleb. 1 Turkish soldier was killed and another was wounded. One of the gunmen was shot dead by Turkish forces. 2 fatalities.",2,1600130175,SYR
7217924,760,SYR81714,81714,6-Sep-20,2020,1,Battles,Armed clash,Operation Peace Spring,JWS: Syrian National Army,2,Unidentified Armed Group (Syria),,3,23,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Ras Al Ain,36.8494,40.0747,1,Twitter; SHAM,New media-National,"On 6 September 2020, JWS, which operates under OPS, arrested an unidentified gunman as he was attempting to park a booby-trapped motorcycle near Al Bareed roundabout in the city of Ras Al Ain in Al-Hasakeh.",0,1600130175,SYR
7218187,760,SYR81712,81712,5-Sep-20,2020,1,Battles,Armed clash,Operation Peace Spring,Opposition Rebels (Syria),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Aniq El Hawa,36.7786,40.3099,2,SOHR,Other,"On 5 September 2020, 2 QSD fighters were killed after they infiltrated and planted landmines in the Abboush-Aniq El Hawa frontline area in the countryside of Tal Tamer in Al-Hasakeh. It is not known whether they were shot dead by pro-Turkey rebel factions or were killed as a result of the explosion of one of the landmines they planted. 2 fatalities.",2,1600130176,SYR
7192453,760,SYR81655,81655,5-Sep-20,2020,1,Battles,Armed clash,Operation Peace Spring,Opposition Rebels (Syria),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Ar-Raqqa,Tell Abiad,Tell Abiad,Tell Abiad,36.6978,38.9548,2,SOHR,Other,"On 5 September 2020, pro-Turkey rebel factions, which operate under OPS, clashed with QSD on the frontlines of the western countryside of Tell Abiad in Ar-Raqqa. Clashes were accompanied by exchange of shelling. Clashes and shelling resulted in the killing and wounding of an unknown number of fighters from both sides. Unknown fatalities coded as 10.",10,1599528936,SYR
7192306,760,SYR81634,81634,5-Sep-20,2020,1,Battles,Armed clash,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,QDW: National Defense Forces; Military Forces of Syria (2000-) Military Intelligence,8,Islamic State (Syria),,2,28,Middle East,Syria,Deir-ez-Zor,Al Mayadin,Al Mayadin,Al Mayadin,35.0198,40.4515,1,SOHR,Other,"On 5 September 2020, 5 IS cell members were arrested in the market of the town of Al Mayadin in Deir-ez-Zor following a joint security operation by IRGC, QDW, and the regime's military intelligence. The IS cell members, who were wearing IRCG uniforms and using a vehicle with a fake IRGC logo, came to the city of Al Mayadin to buy food and other supplies for IS cells living in the Deir-ez-Zor desert.",0,1599528936,SYR
7191540,760,SYR81644,81644,5-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,HTS: Hayat Tahrir al Sham,Opposition Rebels (Syria),2,12,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Fleifel,35.5888,36.4562,2,Liveuamap; SOHR,Local partner-New media,"On 5 September 2020, regime forces and pro-regime militias clashed with HTS and other opposition factions on the frontline of Fleifel in the countryside of Idleb. Clashes were accompanied by exchange of shelling. Neither injuries nor fatalities were reported.",0,1599528934,SYR
7191538,760,SYR81639,81639,5-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Basira,Basira,35.158,40.4277,1,SOHR; Liveuamap,Local partner-New media,"On 5 September 2020, QSD clashed with unidentified gunmen in the city of Basira in the eastern countryside of Deir-ez-Zor after the gunmen opened fire on their military patrol. The attack caused material damage, Neither injuries nor fatalities were reported.",0,1599528934,SYR
7192529,760,SYR81609,81609,4-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Sur,Gharibah,35.6196,40.7457,1,Twitter,New media,"On 4 September 2020, unidentified gunmen opened fire on a QSD vehicle in the village of Gharibah in the northern countryside of Deir-ez-Zor. 1 QSD fighter was killed and several others were wounded. 1 fatality.",1,1599528937,SYR
7192512,760,SYR81624,81624,4-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,Opposition Rebels (Syria),Military Forces of Turkey (2016-),2,12,Middle East,Syria,Idleb,Idleb,Saraqab,Saraqab,35.8611,36.8061,2,SOHR,Other,"On 4 September 2020, regime forces and pro-regime militias clashed with rebel factions on the frontline of Saraqab in the countryside of Idleb, while Turkish forces shelled regime positions near Saraqab. Neither injuries nor fatalities were reported.",0,1599528937,SYR
7192406,760,SYR81615,81615,4-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,Opposition Rebels (Syria),,2,12,Middle East,Syria,Aleppo,Jebel Saman,Atareb,Kafr Taal,36.1542,36.8935,2,SOHR,Other,"On 4 September 2020, regime forces and pro-regime militias clashed with rebel factions on the frontlines of Kafr Taal in the western countryside of Aleppo. Neither injuries nor fatalities were reported.",0,1599528936,SYR
7192358,760,SYR81613,81613,4-Sep-20,2020,1,Battles,Armed clash,Jaysh al Islam,,2,HNDZ: Nour al Din al Zinki Movement,,2,22,Middle East,Syria,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,2,SOHR,Other,"On 4 September 2020, Jaysh al Islam clashed with HNDZ in Jandairis area in Aleppo following a dispute between the two factions over the take over of several houses in the villages of Oujman and Ashkan in the countryside of Jandairis in Aleppo. Opposition factions brought reinforcements to the area to put an end to the clashes. Clashes resulted in the killing and wounding of an unknown number of fighters from both sides. Unknown fatalities coded as 10.",10,1599528936,SYR
7191533,760,SYR81622,81622,4-Sep-20,2020,1,Battles,Armed clash,Military Forces of Turkey (2016-),,8,QSD: Syrian Democratic Forces,,2,28,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Ras Al Ain,36.8494,40.0747,2,SHAM; Twitter,New media-National,"On 4 September 2020, Turkish forces arrested 2 QSD fighters as they were trying to infiltrate into the Ras Al Ain area in Al-Hasakeh.",0,1599528934,SYR
7191529,760,SYR81612,81612,4-Sep-20,2020,1,Battles,Armed clash,HTS: Hayat Tahrir al Sham,,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Idleb,Ariha,Ehsem,Jabal al-Zawiya,35.7197,36.5418,2,Liveuamap; SOHR,Local partner-New media,"On 4 September 2020, HTS snipers killed several regime fighters on the frontlines of Jabal al-Zawiya in Idleb. Unknown fatalities coded as 10.",10,1599528934,SYR
7191527,760,SYR81602,81602,4-Sep-20,2020,1,Battles,Armed clash,Opposition Rebels (Syria),,2,Liberation Army of Afrin,,3,23,Middle East,Syria,Aleppo,Al Bab,Al Bab,Daghelbash,36.3591,37.4276,2,SOHR; Liveuamap,Local partner-New media,"On 4 September 2020, pro-Turkey rebel factions clashed with the Liberation Army of Afrin on the frontline of Daghelbash in the western countryside of Al Bab in Aleppo. Neither injuries nor fatalities were reported.",0,1599528934,SYR
7192499,760,SYR81574,81574,3-Sep-20,2020,1,Battles,Armed clash,Azmarin Communal Militia (Syria),,4,Azmarin Communal Militia (Syria),,4,44,Middle East,Syria,Idleb,Harim,Salqin,Azmarin,36.056,36.4014,1,SOHR,Other,"On 3 September 2020, clashes took place between members of two families in Azmarin in Idleb using small arms fire. Several were wounded during the clash. No fatalities were reported.",0,1599528937,SYR
7191519,760,SYR81576,81576,3-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Deir-ez-Zor,Deir-ez-Zor,Basira,Basira,35.158,40.4277,1,SOHR; Facebook,Other-New media,"On 3 September 2020, 2 unidentified gunmen riding a motorcycle assassinated using small arms fire a memebr of the QSD in Basira in Deir-ez-Zor.",1,1599528934,SYR
7192527,760,SYR81536,81536,2-Sep-20,2020,1,Battles,Armed clash,QSD: Syrian Democratic Forces,,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Abu Rasin,36.8465,40.3284,1,Twitter,New media,"On 2 September 2020, QSD detained 2 members of the regime forces on a QSD checkpoint in Abu Rasin in al-Hasakeh.",0,1599528937,SYR
7192466,760,SYR81566,81566,2-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,HTS: Hayat Tahrir al Sham,Opposition Rebels (Syria),2,12,Middle East,Syria,Aleppo,Jebel Saman,Daret Azza,Taqad,36.1987,36.8698,2,SOHR,Other,"On 2 September 2020, clashes took place between regime and pro-regime militia forces against HTS and opposition factions on Taqad front in Aleppo amid an exchange of shelling barrages between both sides. Neither fatalities nor injuries were reported.",0,1599528936,SYR
7192401,760,SYR81556,81556,2-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,HTS: Hayat Tahrir al Sham,Opposition Rebels (Syria),2,12,Middle East,Syria,Aleppo,Jebel Saman,Atareb,Kafr Taal,36.1542,36.8935,2,SOHR,Other,"On 2 September 2020, clashes took place between regime and pro-regime militia forces against HTS and opposition factions on Kafr Taal front in Aleppo amid an exchange of shelling barrages between both sides. Neither fatalities nor injuries were reported.",0,1599528936,SYR
7192382,760,SYR81539,81539,2-Sep-20,2020,1,Battles,Armed clash,National Police Forces,,2,Islamic State (Syria),,2,22,Middle East,Syria,Aleppo,A'zaz,A'zaz,Azaz,36.5849,37.0432,1,SOHR,Other,"On 2 September 2020, National Police Forces launched a security campaign in Azaz city and area in Aleppo, during which 10 IS affiliates were detained and several IEDs were seized. Neither fatalities nor injuries were reported.",0,1599528936,SYR
7192301,760,SYR81565,81565,2-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,National Police Forces,,2,23,Middle East,Syria,Aleppo,A'zaz,A'zaz,Sheikh Reh,36.6041,37.1724,2,SOHR,Other,"On 2 September 2020, unidentified gunmen assassinated a member of the National Police Forces on Sheikh Reh - Fayraziyah road in Azaz in Aleppo.",1,1599528936,SYR
7191517,760,SYR81567,81567,2-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),,1,Military Forces of Israel (2009-),,8,18,Middle East,Syria,Homs,Homs,Qaryatein,Tiyas - Airport,34.5177,37.6319,2,SOHR; Facebook; Liveuamap,Local partner-New media,"On 2 September 2020, Israeli warplanes launched airstrikes on Tiyas airbase area in Homs where regime air defenses engaged to intercept the missiles. Neither injuries nor fatalities were reported.",0,1599528934,SYR
7191514,760,SYR81559,81559,2-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Dar'a,Izra',Nawa,Nawa,32.8882,36.041,1,SY24; Facebook; SHAM; Jisr; SOHR,Other-New media,"On 2 September 2020, unidentified gunmen assassinated a member of the regime's military security in Nawa in Dar'a using small arms fire.",1,1599528934,SYR
7192475,760,SYR81520,81520,1-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,HTS: Hayat Tahrir al Sham,Opposition Rebels (Syria),2,12,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Fleifel,35.5888,36.4562,2,SOHR,Other,"On 1 September 2020, clashes took place between regime forces supported by pro-regime militias against opposition rebels supported by HTS on Fleifel frontline in Idleb countryside. Neither injuries nor fatalities were reported.",0,1599528937,SYR
7192233,760,SYR81516,81516,1-Sep-20,2020,1,Battles,Armed clash,Military Forces of Syria (2000-),Militia (Pro-Government),1,HTS: Hayat Tahrir al Sham,Opposition Rebels (Syria),2,12,Middle East,Syria,Idleb,Ariha,Ehsem,Bara,35.686,36.5424,2,SOHR,Other,"On 1 September 2020, clashes took place between regime forces supported by pro-regime militias against opposition rebels supported by HTS on Bara frontline in Idleb countryside. Neither injuries nor fatalities were reported.",0,1599528936,SYR
7191499,760,SYR81523,81523,1-Sep-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) 5th Assault Corps,Former Opposition Rebels (Syria),1,13,Middle East,Syria,Dar'a,Izra',Hrak,Hrak,32.7507,36.304,1,SHAM; Facebook; SOHR,Other-New media,"On 1 September 2020, unknown gunmen opened fire on a former opposition commander who joined regime's 5th Assault Corps in Hrak town in Dar'a countryside, killing him.",1,1599528934,SYR
